Date,ID,Sector,Country,Coupon,Market_Value,Market_Value_BOM,OAS,Modified_Duration,Index_Rating,Excess_Return_MTD,Total_Return_MTD
4/6/2020,B150,CONS,Germany,1.5,542377.4647,549578.55,425.945,4.71,BA1   ,-1.0676,-1.3148
4/6/2020,B151,CONS,United States,4.75,732862.1867,695180.524,1143.01,2.537,BA3   ,5.5469,5.4156
4/6/2020,B152,CONS,United States,4.5,1452621.883,1466190,688.88,2.559,B2    ,-0.8065,-0.93
4/6/2020,B153,IND,Spain,5.5,124622.4715,127893.8229,3813.66,2.211,CAA1  ,-2.4512,-2.5624
4/6/2020,B154,FIN,Italy,3,960108.0464,948550.68,452.016,4.569,BA2   ,1.4495,1.2138
4/6/2020,B155,E&U,Spain,3.875,969131.5518,967875.27,419.161,0.965,BA1   ,0.1677,0.1252
4/6/2020,B156,E&U,Spain,4.5,969287.369,972893.01,468.056,4.311,BA1   ,-0.1414,-0.3752
4/6/2020,B157,TECH,United Kingdom,4.875,565148.1808,553879.6679,574.817,4.782,BA3   ,1.2909,2.0428
4/6/2020,B158,FIN,United Kingdom,5.125,67807.83033,67446.5655,599.419,3.072,BA1   ,-0.1169,0.5438
4/6/2020,B159,E&U,United Kingdom,5.25,506765.9485,504981.4677,434.479,3.675,BA1   ,-0.3422,0.3615
4/6/2020,B160,E&U,United Kingdom,3,746482.4454,747031.7175,334.762,0.861,BA1   ,-0.035,-0.0781
4/6/2020,B161,E&U,Germany,3.5,289175.0733,288676.2073,364.542,4.583,BA2   ,0.403,0.1682
4/6/2020,B162,IND,France,2.875,528356.7692,520297.404,516.47,2.848,BA1   ,1.7067,1.5443
4/6/2020,B163,FIN,Italy,2.855,513054.5776,508066.94,347.625,4.58,BA1   ,1.2136,0.977
4/6/2020,B164,E&U,United Kingdom,5,249997.0975,248473.1165,390.167,2.615,B1    ,-0.0239,0.6215
4/6/2020,B165,E&U,Spain,3.375,498519.1434,496779.55,411.348,3.602,BA1   ,0.5348,0.3456
4/6/2020,B166,IND,United States,3.375,614501.7936,601254,368.498,4.379,BA2   ,2.4217,2.1987
4/6/2020,B167,IND,United States,4.5,419235.3029,418204,364.864,3.003,BA3   ,0.4136,0.242
4/6/2020,B168,CONS,Germany,6.25,172542.7774,174388.362,3689.7499,1.743,CAA1  ,-0.9771,-1.0629
4/6/2020,B169,CONS,Germany,8.75,114598.9141,142888.2937,5684.52,1.908,CAA3  ,-19.6986,-19.8019
4/6/2020,B170,CONS,United States,2,743306.6041,743266.4775,342.996,3.015,BA1   ,0.1722,0.0008
4/6/2020,B171,CONS,United States,4.125,459123.9239,453043.9357,425.574,5.992,BA1   ,0.5936,1.3502
4/6/2020,B172,FIN,Luxembourg,7.5,262936.2064,256248.25,2557.3999,1.869,B3    ,2.6965,2.6052
4/6/2020,B173,TECH,Spain,3.125,630744.5654,626778.144,245.572,2.196,BA1   ,0.737,0.6282
4/6/2020,B174,IND,Luxembourg,7.75,136881.6187,141561.179,3547.8401,1.867,B3    ,-3.2172,-3.3101
4/6/2020,B175,TECH,Japan,5.25,192210.3058,188379.7559,753.272,5.802,BA3   ,2.2785,2.0287
4/6/2020,B176,TECH,Japan,4.75,649382.2147,641950.08,684.895,4.506,BA3   ,1.3841,1.1531
4/6/2020,B177,TECH,Japan,4,276530.7759,274037.6162,665.362,2.129,BA3   ,1.0107,0.9051
4/6/2020,B178,E&U,United Kingdom,5.875,200349.9529,198724.8509,605.397,2.068,B1    ,0.2018,0.826
4/6/2020,B179,CONS,United Kingdom,8.25,372028.0681,357639.0638,982.453,2.134,CAA1  ,4.1447,4.0185
4/6/2020,B180,FIN,United States,4,515131.3632,522114.725,433,2.081,BA1   ,-1.2404,-1.3421
4/6/2020,B181,FIN,Luxembourg,8.5,477206.8988,468220.1579,2448.6,1.963,B3    ,1.3088,1.9277
4/6/2020,B182,FIN,Luxembourg,11,204775.9301,203129.7059,2197.23,2.495,CAA2  ,0.1773,0.8187
4/6/2020,B183,IND,Italy,1.125,442375.2498,433442.0061,743.41,1.513,BA3   ,2.1221,2.0563
4/6/2020,B184,IND,Italy,1.875,434630.2967,424921.6,530.868,5.165,BA3   ,2.5353,2.2801
4/6/2020,B185,IND,Belgium,5.118,523113.6758,523430.085,533.814,1.107,BA1   ,-0.0236,-0.065
4/6/2020,B186,IND,Belgium,5.869,531584.3558,531963.81,585.513,3.581,BA1   ,0.1134,-0.0759
4/6/2020,B187,IND,Italy,1.75,624189.8846,599098.485,576.205,5.677,BA3   ,4.4346,4.1834
4/6/2020,B188,IND,United States,4.375,742257.2308,739779.25,361.607,3.366,BA1   ,0.5175,0.3303
4/6/2020,B189,CONS,United States,3.75,209308.8047,197795.4175,1012.21,3.253,BA3   ,6.0018,5.816
4/6/2020,B190,TECH,Italy,3.625,759398.3026,755655.0675,410.207,3.519,BA1   ,0.6794,0.4907
4/6/2020,B191,TECH,United States,5.75,332753.5135,330330.777,7120.8199,0.098,CAA1  ,0.7702,0.7288
4/6/2020,B192,TECH,United States,7.5,228881.8704,233691.75,1063.98,2.273,B2    ,-1.9604,-2.0627
4/6/2020,B193,CONS,United Kingdom,3.75,1226824.812,1231347.775,488.86,3.684,BA1   ,-0.1816,-0.3719
4/6/2020,B194,FIN,United Kingdom,6.125,89943.24585,88501.30322,1303.4,3.582,BA3   ,0.9451,1.6376
4/6/2020,B195,CONS,United States,3.875,499885.9313,495865,450.646,3.554,BA3   ,0.9953,0.8063
4/6/2020,B196,CONS,Spain,1,216344.8302,212865.69,3675.6001,0.884,CA    ,1.6732,1.6298
4/6/2020,B197,IND,France,3.5,207361.7701,215981.39,1087.4201,2.773,B2    ,-3.8418,-3.9953
4/6/2020,B198,FIN,Italy,4.25,767044.2896,760313.9325,493.952,1.058,BA2   ,0.9224,0.8806
4/6/2020,B199,FIN,Spain,5.625,475273.3981,483785.45,822.365,4.804,BA1   ,-1.5148,-1.764
4/6/2020,B200,IND,Germany,4.5,498344.4203,499192.62,521.563,2.858,BA1   ,-0.016,-0.1745
4/6/2020,B201,TECH,Luxembourg,5.625,517691.8166,516511.809,677.468,3.337,BA2   ,0.4107,0.2238
4/6/2020,B202,IND,United States,3.125,694412.6057,694467.031,506.7,4.126,BA3   ,0.1893,-0.0124
4/6/2020,B203,FIN,United Kingdom,7.5,539713.9333,541166.1877,995.805,2.869,B1    ,-0.9131,-0.2603
4/6/2020,B204,IND,Luxembourg,5.375,601910.9243,596926.4145,827.3319,3.45,B1    ,1.0187,0.8304
4/6/2020,B205,CONS,Greece,6.75,80814.97097,98307.5,11324.8001,0.862,CAA2  ,-17.7546,-17.7975
4/6/2020,B206,TECH,Luxembourg,4.625,693595.2978,691682.2125,617.735,1.496,BA2   ,0.3362,0.272
4/6/2020,B207,CONS,United States,1.5,525611.7743,525369.8285,361.732,3.897,BA1   ,0.2363,0.0414
4/6/2020,B208,CONS,United States,2.25,1112950.219,1096550.413,463.537,7.158,BA1   ,1.8416,1.4909
4/6/2020,B209,IND,United Kingdom,4.5,300009.8376,298530.5975,936.358,2.998,BA1   ,-0.1546,0.5037
4/6/2020,B210,CONS,Spain,3.5,445673.3002,449856.11,871.296,2.799,B1    ,-0.7804,-0.9344
4/6/2020,B211,CONS,Sweden,3.25,496092.1466,496408.47,579.51,1.061,BA1   ,-0.0267,-0.0683
4/6/2020,B212,CONS,United Kingdom,4.875,331827.5174,299261.3516,1083.7,2.985,BA3   ,10.2384,10.8911
4/6/2020,B213,FIN,Cyprus,11.25,127981.8382,126722.7855,3318.9899,0.891,B2    ,1.0323,0.9889
4/6/2020,B214,CONS,United States,3.5,493492.1669,498252.78,474.585,3.735,BA2   ,-0.7693,-0.96
4/6/2020,B215,TECH,Italy,3.625,1025573.121,1000961.64,429.159,5.342,BA1   ,2.7086,2.4541
4/6/2020,B216,FIN,Italy,4.375,731078.0636,729066.495,543.19,1.672,BA1   ,0.3522,0.2713
4/6/2020,B217,IND,Greece,3.5,297247.8002,290536.983,586.894,1.138,BA2   ,2.3461,2.3051
4/6/2020,B218,IND,Italy,3.75,462782.5869,459731.5292,991.986,1.123,BA3   ,0.7001,0.659
4/6/2020,B219,CONS,United States,5.5,444875.4849,451530,659.256,2.929,B2    ,-1.3458,-1.4783
4/6/2020,B220,CONS,Italy,7,235363.4764,227604.0553,1364.9301,2.759,B1    ,3.5531,3.4044
4/6/2020,B221,CONS,United Kingdom,6.25,234795.6668,200691.5991,2050.8999,1.977,CAA2  ,16.3909,17.0027
4/6/2020,B222,TECH,Spain,2.375,757618.1631,753488.7675,284.032,3.479,BA1   ,0.7318,0.5434
4/6/2020,B223,IND,United States,4.25,307848.6525,306139.9376,719.672,3.719,B1    ,0.7442,0.5535
4/6/2020,B224,CONS,United States,3.5,649529.9064,654943.08,1552.8399,3.69,B3    ,-0.6407,-0.8311
4/6/2020,B225,FIN,United Kingdom,7.25,178253.1763,178732.7852,421.26,1.344,BA1   ,-0.8358,-0.2603
4/6/2020,B226,FIN,United Kingdom,5.125,313363.3288,313019.5407,893.528,3.795,BA3   ,-0.5941,0.118
4/6/2020,B227,E&U,Italy,3.75,478732.6973,467953.28,643.706,3.11,BA1   ,2.4774,2.2988
4/6/2020,B228,IND,United States,2.625,576524.797,566947.752,419.848,4.064,BA2   ,1.885,1.6845
4/6/2020,B229,CONS,Germany,3.75,592821.0478,580880.0025,890.751,5.348,BA1   ,2.3055,2.051
4/6/2020,B230,TECH,Spain,3.75,977898.0355,976306.58,458.488,1.935,BA1   ,0.2536,0.1584
4/6/2020,B231,IND,United States,3.75,414357.3298,412810.5015,647.463,4.023,B1    ,0.5686,0.3701
4/6/2020,B232,IND,United States,4.125,164439.4456,169629.9368,2956.5901,1.262,CAA1  ,-3.0196,-3.0644
4/6/2020,B233,CONS,United States,3.5,617292.3096,617418.0563,463.288,3.11,BA3   ,0.148,-0.025
4/6/2020,B234,CONS,United States,4,392754.5231,392258,589.768,5.027,B2    ,0.3725,0.122
4/6/2020,B235,TECH,Netherlands,4.25,703594.0613,701065.7735,435.698,3.866,B1    ,0.5504,0.356
4/6/2020,B236,IND,United States,4.125,221683.456,225762.999,1280.34,3.842,B1    ,-1.6179,-1.8115
4/6/2020,B237,CONS,Spain,3.75,294741.3386,293890.9545,1045.5999,3.12,B1    ,0.4652,0.2847
4/6/2020,B238,TECH,Italy,3,981548.9636,964501.97,426.584,4.966,BA1   ,2.0143,1.7628
4/6/2020,B239,TECH,Ireland,5.5,886425.166,879869.5234,590.237,3.043,B1    ,0.0934,0.7532
4/6/2020,B240,IND,United States,4.125,190440.4345,190582.166,581.943,4.81,BA3   ,0.1684,-0.079
4/6/2020,B241,CONS,Germany,2.125,242867.7404,265882.05,1788.8599,1.407,B3    ,-8.5992,-8.66
4/6/2020,B242,TECH,United States,4.125,316912.4441,316985.5688,419.855,2.443,BA3   ,0.0957,-0.0277
4/6/2020,B243,CONS,France,5.5,294595.0551,300886.9564,1337.3199,3.699,B2    ,-1.905,-2.0956
4/6/2020,B244,FIN,Spain,9,93612.3762,94995.524,1151.4,1.385,B2    ,-1.4033,-1.4605
4/6/2020,B245,CONS,United States,6.375,184773.5141,186711.9279,4164.1003,2.667,C     ,-1.6785,-1.0301
4/6/2020,B246,CONS,Spain,6.75,192507.6136,189781.25,9262.4603,0.935,CAA1  ,1.4749,1.4319
4/6/2020,B247,CONS,United Kingdom,5.125,411060.2176,379021.7384,844.114,3.02,BA2   ,7.8065,8.4617
4/6/2020,B248,E&U,Finland,2.625,510771.6725,513737.99,269.462,2.667,BA1   ,-0.4389,-0.582
4/6/2020,B249,CONS,France,4.375,217424.1767,224215.9842,1566.5601,1.809,B3    ,-2.9438,-3.0336
4/6/2020,B250,FIN,United States,3.325,485875.0412,493174.385,455.989,4.485,BA1   ,-1.2554,-1.4846
4/6/2020,B251,IND,Italy,1.75,491384.0688,477101.31,551.031,6.278,BA3   ,3.2626,2.9889
4/6/2020,B252,CONS,United Kingdom,3,320440.4335,328364.4367,494.572,3.405,BA1   ,-3.086,-2.4052
4/6/2020,B253,CONS,United Kingdom,5.875,233434.1859,231211.1157,840.905,2.606,B2    ,0.3245,0.9697
4/6/2020,B254,CONS,Germany,4.125,197054.698,208075,2149.3999,3.258,B3    ,-5.1141,-5.3007
4/6/2020,B255,CONS,Jersey ChanIsle,5.75,233935.0007,234096.3425,2606.9099,1.633,CAA3  ,-0.6587,-0.0608
4/6/2020,B256,CONS,United States,3.25,1397385.297,1398558.327,407.243,3.23,BA3   ,0.095,-0.0885
4/6/2020,B257,FIN,United Kingdom,7.625,163005.6716,164569.7755,2458.2901,2.772,B3    ,-1.5939,-0.9423
4/6/2020,B258,CONS,Germany,6.25,247498.75,247897.7228,901.06,2.937,B2    ,-0.0038,-0.1655
4/6/2020,B259,CONS,United Kingdom,2.2,426803.8729,437485.386,1514.8199,3.334,B1    ,-2.259,-2.4461
4/6/2020,B260,TECH,Italy,2.5,1001580.596,992914.64,366.317,3.089,BA1   ,1.0457,0.8681
4/6/2020,B261,TECH,Spain,2.875,349141.6621,344368.1477,313.687,4.461,BA1   ,1.6095,1.3815
4/6/2020,B262,FIN,Cyprus,9.25,242502.6281,242164.8625,1052.25,1.679,CAA2  ,0.2169,0.1349
4/6/2020,B263,FIN,Jersey ChanIsle,7.375,196249.41,207374.3829,2297.69,2.863,B2    ,-6.014,-5.357
4/6/2020,B264,IND,Ireland,2.375,500915.1487,501899.165,306.208,3.509,BA1   ,-0.0121,-0.2007
4/6/2020,B265,TECH,United Kingdom,5,755307.4405,743520.1486,534.752,4.704,BA3   ,0.8514,1.5937
4/6/2020,B266,CONS,United Kingdom,4.125,255214.7636,253663.3262,1079.78,1.666,B1    ,0.0198,0.6198
4/6/2020,B267,IND,Italy,1.625,649951.0733,613653.855,541.804,4.549,BA3   ,6.1421,5.9101
4/6/2020,B268,FIN,United Kingdom,6.125,344594.6478,342690.6802,1088.95,3.164,BA3   ,-0.0999,0.5638
4/6/2020,B269,TECH,Sweden,0.875,495506.3096,496726.575,262.106,0.888,BA1   ,-0.2069,-0.2503
4/6/2020,B270,TECH,Sweden,1.875,493703.0716,494556.235,289.772,3.747,BA1   ,0.0138,-0.1771
4/6/2020,B271,TECH,United Kingdom,6,637280.396,633042.9837,405.902,0.755,BA3   ,0.1183,0.6776
4/6/2020,B272,IND,United States,2.75,725768.752,710648.5671,385.433,2.989,BA2   ,2.3098,2.123
4/6/2020,B273,IND,France,2.625,271607.5067,268646.751,604.116,3.815,BA3   ,1.2898,1.0974
4/6/2020,B274,IND,United States,4.5,183253.4376,189060,1278.2801,4.149,B1    ,-2.8704,-3.0757
4/6/2020,B275,TECH,Finland,1,492472.1549,491576.355,333.814,0.924,BA1   ,0.2206,0.1776
4/6/2020,B276,TECH,Finland,2,728711.2546,723871.1325,342.231,3.71,BA1   ,0.8546,0.664
4/6/2020,B277,IND,Luxembourg,2.125,495645.3881,482865.779,489.442,5.027,BA1   ,2.8954,2.6419
4/6/2020,B278,CONS,France,4,176274.7837,170915,1592.47,3.008,B2    ,3.3009,3.1312
4/6/2020,B279,TECH,Luxembourg,4.75,559026.6113,562401.7515,846.565,5.955,CAA1  ,-0.3493,-0.6047
4/6/2020,B280,TECH,Netherlands,4.5,469098.3487,469404.5,612.123,1.868,B2    ,0.0206,-0.0698
4/6/2020,B281,CONS,United States,6,168668.6134,178907.6974,1375.8101,4.033,CAA1  ,-5.5272,-5.7275
4/6/2020,B282,IND,Denmark,4.5,203264.7589,199648,2532.8899,2.477,B3    ,1.9352,1.8069
4/6/2020,B283,FIN,United Kingdom,8,79110.04247,77137.2,8726.4603,1.37,C     ,2.6053,2.5529
4/6/2020,B284,FIN,Italy,4.45,501295.5112,500112.675,515.378,2.292,BA2   ,0.3474,0.2319
4/6/2020,B285,IND,United Kingdom,4.5,154834.9735,153884.44,877.031,2.251,B1    ,-0.0066,0.6258
4/6/2020,B286,CONS,France,5.375,168158.4433,168594.2496,814.5901,3.825,CAA1  ,-0.0716,-0.2631
4/6/2020,B287,CONS,United States,3.125,272515.5672,273630.5,766.465,4.449,BA3   ,-0.186,-0.412
4/6/2020,B288,CONS,United States,4.875,287554.983,289043.0056,2787.7199,1.643,BA3   ,-0.4404,-0.5194
4/6/2020,B289,CONS,Spain,0.875,121500.7853,137589.138,3469.7399,2.525,CA    ,-9.6567,-9.7893
4/6/2020,B290,CONS,Denmark,2.875,210535.5485,210389.895,482.352,3.653,B1    ,0.2546,0.0646
4/6/2020,B291,IND,France,4.25,247652.5707,258441.666,1056.9301,3.487,B2    ,-3.9905,-4.1791
4/6/2020,B292,IND,France,6,120077.1962,142074.1675,2693.5801,3.352,CAA1  ,-15.2976,-15.4866
4/6/2020,B293,FIN,Italy,8.25,153043.4891,152451.0735,999.996,1.742,B2    ,0.4691,0.384
4/6/2020,B294,IND,Germany,2.625,453228.318,448169.6188,1478.84,2.715,B1    ,4.9223,4.7848
4/6/2020,B295,E&U,Italy,2.75,480412.4597,481129.725,546.554,1.921,BA1   ,2.7954,2.7042
4/6/2020,B296,IND,France,3.5,250653.2069,260261.667,1421.46,1.822,B2    ,-3.6057,-3.6963
4/6/2020,B297,CONS,Spain,3.25,258755.4492,258334.3677,1542.85,3.441,B3    ,0.3463,0.1584
4/6/2020,B298,CONS,Spain,3.2,983851.9696,987423.33,426.277,3.546,B2    ,-0.1788,-0.3663
4/6/2020,B299,IND,United States,3.25,281118.7476,271280.723,901.153,4.429,BA2   ,3.8449,3.6217
4/6/2020,B300,CONS,France,6,244586.7115,243151.65,1496.34,3.243,B3    ,0.7716,0.5856
4/6/2020,B301,CONS,United Kingdom,3.25,383521.6585,381135.332,536.304,3.467,B1    ,0.8099,0.6215
4/6/2020,B302,CONS,United States,3.375,446023.225,437135.526,464.151,5.105,BA2   ,2.2833,2.0285
4/6/2020,B303,E&U,United Kingdom,4.25,379801.626,373908.9429,754.584,1.886,BA1   ,0.9686,1.5842
4/6/2020,B304,CONS,Sweden,5.75,378781.763,379732.9491,838.186,3.827,CAA1  ,-0.0636,-0.2551
4/6/2020,B305,E&U,United Kingdom,2.375,340242.0469,339199.4878,307.219,2.886,BA1   ,-0.3391,0.3156
4/6/2020,B306,E&U,United Kingdom,2.875,279936.359,281853.0724,335.719,6.205,BA1   ,-1.4129,-0.672
4/6/2020,B307,CONS,France,4,332132.6549,366575.6938,2344.6001,3.213,CAA1  ,-9.2136,-9.4001
4/6/2020,B308,FIN,United Kingdom,3.375,145942.4913,138703.7534,2267.4999,3.266,B2    ,4.5627,5.2274
4/6/2020,B309,CONS,United Kingdom,4.625,340925.4648,342097.7267,460.367,8.925,BA1   ,-1.1036,-0.3346
4/6/2020,B310,TECH,United States,3,266725.2799,265053.999,648.464,4.252,BA3   ,0.8371,0.6259
4/6/2020,B311,FIN,Italy,5.125,483921.5462,483404.18,676.573,1.891,B1    ,0.1955,0.1024
4/6/2020,B312,CONS,United Kingdom,4.25,459500.4446,438612.1435,1219.38,2.147,B2    ,4.1452,4.7709
4/6/2020,B313,CONS,United Kingdom,4.875,229264.5094,227603.4628,955.0139,4.471,B2    ,0.0212,0.738
4/6/2020,B314,IND,United Kingdom,3.875,270057.0718,266983.915,625.868,5.834,BA3   ,0.4006,1.1593
4/6/2020,B315,FIN,United Kingdom,8.375,549499.6397,543946.8168,1395.75,2.645,B3    ,0.3828,1.029
4/6/2020,B316,FIN,Spain,7.75,250725.5432,261495.852,1285.45,1.552,B2    ,-4.0456,-4.1231
4/6/2020,B317,IND,Italy,1.5,550129.3297,556190.46,464.188,3.929,BA1   ,-0.8984,-1.0943
4/6/2020,B318,IND,United States,4.75,431632.5729,419170.9903,551.008,5.214,B2    ,2.2177,2.9812
4/6/2020,B319,TECH,Netherlands,3.875,534610.2631,522096.991,568.522,6.543,B2    ,2.6979,2.392
4/6/2020,B320,CONS,United Kingdom,4,248896.2114,247537.9191,485.398,3.416,BA2   ,-0.1224,0.5569
4/6/2020,B321,TECH,Netherlands,3.625,563364.103,548245.668,480.218,6.144,BA2   ,3.0394,2.7529
4/6/2020,B322,FIN,Sweden,2.75,649892.8406,635441.67,1043.3399,2.095,BA2   ,2.3726,2.2695
4/6/2020,B323,FIN,Sweden,3.125,692679.1471,668778.498,1075.61,3.764,BA2   ,3.7599,3.569
4/6/2020,B324,CONS,Netherlands,1.8,236002.8663,239586,882.454,3.881,BA1   ,-1.3054,-1.5001
4/6/2020,B325,FIN,Germany,2.875,280452.5349,282131.229,469.886,1.988,BA1   ,-0.5008,-0.5996
4/6/2020,B326,FIN,Italy,2,197948.0101,197635.322,384.592,2.133,BA1   ,0.2593,0.1536
4/6/2020,B327,CONS,United States,5,235346.9476,236829.446,1698.02,3.451,BA3   ,-0.4425,-0.6306
4/6/2020,B328,IND,United States,3.375,393866.0098,393801.75,614.966,5.971,BA3   ,0.2677,0.0117
4/6/2020,B329,CONS,United Kingdom,4.125,215070.2636,216203.8143,1306.27,1.991,B3    ,-1.1376,-0.5162
4/6/2020,B330,IND,Luxembourg,8.5,152772.3985,158353.1796,4941.42,2.596,CAA2  ,-3.3897,-3.5287
4/6/2020,B331,CONS,Italy,9,314647.2873,309301.2,1845.9301,1.799,B2    ,1.8116,1.7238
4/6/2020,B332,IND,Germany,5.125,427777.8207,418058.748,734.86,3.388,B3    ,2.5085,2.3201
4/6/2020,B333,IND,Italy,1.875,849899.872,813983.36,508.766,6.562,BA3   ,4.7019,4.4076
4/6/2020,B334,IND,France,6.5,452424.445,450295.443,2661.24,1.838,CAA1  ,0.5585,0.4682
4/6/2020,B335,CONS,Netherlands,8.5,19324.97278,32727.084,14001.2009,0.974,CA    ,-40.9024,-40.9538
4/6/2020,B336,TECH,Netherlands,4.875,487896.6535,479436.1268,775.416,3.52,B2    ,1.9491,1.76
4/6/2020,B337,CONS,Netherlands,6.125,215636.8388,243642.016,5076.3397,1.621,CAA1  ,-11.4159,-11.4985
4/6/2020,B338,FIN,Jersey ChanIsle,4.125,486817.8919,484876.4148,909.847,3.831,BA3   ,0.5886,0.3958
4/6/2020,B339,CONS,United States,5.625,274267.3781,278107.875,1797.9799,4.057,CAA2  ,-1.1853,-1.3855
4/6/2020,B340,FIN,Sweden,3,313190.2027,315775.1765,402.394,2.109,BA2   ,-0.7166,-0.8232
4/6/2020,B341,IND,United States,3.75,340400.3411,337474.668,776.773,4.698,B2    ,1.1077,0.8623
4/6/2020,B342,CONS,Spain,5,144022.783,146136.8121,1662.2099,3.585,B3    ,-1.2617,-1.4511
4/6/2020,B343,CONS,United Kingdom,4.625,529857.529,505699.8591,895.951,4.105,B2    ,4.0668,4.7856
4/6/2020,B344,TECH,Japan,3.125,953187.2269,930321.5402,669.352,4.856,BA3   ,2.7026,2.4531
4/6/2020,B345,TECH,Japan,4,577863.7894,554163.622,681.171,7.549,BA3   ,4.6388,4.2719
4/6/2020,B346,CONS,United States,2.875,409609.9745,410914.4676,378.717,3.724,BA3   ,-0.133,-0.322
4/6/2020,B347,IND,United States,2.875,243130.2765,240908.334,780.374,4.837,BA3   ,1.1669,0.9177
4/6/2020,B348,E&U,United Kingdom,4.75,236656.7643,233571.5478,664.948,3.79,B1    ,0.6167,1.3291
4/6/2020,B349,E&U,United Kingdom,4,323734.9598,321523.223,620.41,4.339,B1    ,0.9024,0.6833
4/6/2020,B350,FIN,Ireland,3.125,338526.6573,335365.7191,316.251,2.329,BA2   ,0.3151,0.9508
4/6/2020,B351,FIN,France,4.25,237647.7673,237855.9762,809.731,3.897,B2    ,0.1025,-0.0921
4/6/2020,B352,CONS,Greece,5.25,118484.6204,109291.665,4978.6301,2.705,CAA2  ,8.5468,8.4064
4/6/2020,B353,FIN,Italy,4.375,437973.9507,438135.175,730.665,2.012,B1    ,0.0581,-0.0414
4/6/2020,B354,CONS,United States,4.75,483498.0968,477145,613.358,3.587,BA2   ,1.5164,1.3268
4/6/2020,B355,IND,Italy,1.875,575719.4719,531790.805,474.131,8.416,BA3   ,8.6735,8.2555
4/6/2020,B356,CONS,United Kingdom,5.5,244909.0864,250081.7682,933.3401,3.718,BA3   ,-2.767,-2.0605
4/6/2020,B357,CONS,Germany,3.5,1591910.59,1558603.466,547.563,3.752,B2    ,2.3259,2.1323
4/6/2020,B358,CONS,Germany,5,303043.1078,289798.6226,803.726,4.377,CAA1  ,4.795,4.5654
4/6/2020,B359,TECH,Italy,7.25,184253.2061,191017.6375,2425.6298,1.971,B2    ,-3.4471,-3.5457
4/6/2020,B360,FIN,Italy,5.625,91786.09512,95581.656,784.129,2.157,BA3   ,-3.864,-3.9754
4/6/2020,B361,FIN,Italy,1.5,572255.9904,571224.096,439.795,2.421,BA3   ,0.3011,0.176
4/6/2020,B362,TECH,Italy,2.375,1152103.734,1122614,428.126,6.707,BA1   ,2.929,2.6222
4/6/2020,B363,CONS,Switzerland,2.5,654001.6643,652606.224,830.839,4.058,BA3   ,0.4089,0.2092
4/6/2020,B364,FIN,Italy,4.5,353380.4667,353917.116,717.025,2.154,BA3   ,-0.0492,-0.1562
4/6/2020,B365,IND,France,6.625,317949.1684,327381.2355,3591.0999,1.847,CAA1  ,-2.7936,-2.8855
4/6/2020,B366,IND,France,5.25,451890.804,448093.7475,1972.16,3.755,CAA1  ,1.0337,0.8427
4/6/2020,B367,IND,United Kingdom,2.375,432693.9526,434066.11,933.5629,2.407,B3    ,-0.1964,-0.3207
4/6/2020,B368,IND,France,4.125,280807.4272,285523.998,2535.2699,3.451,CAA2  ,-1.4682,-1.6564
4/6/2020,B369,CONS,Italy,0.875,492785.0244,493630.615,204.803,3.409,BA1   ,0.0117,-0.1759
4/6/2020,B370,CONS,Italy,1.875,475508.3289,475372.745,324.805,6.903,BA1   ,0.3495,0.0239
4/6/2020,B371,IND,Italy,1.75,378938.2125,375647.32,905.584,4.175,BA3   ,1.0762,0.8714
4/6/2020,B372,CONS,United Kingdom,7.75,434867.6892,440817.6966,2618.7401,1.997,B3    ,-1.964,-1.3417
4/6/2020,B373,CONS,Germany,5.125,299918.1857,299038.5,2438.71,2.083,B2    ,0.3926,0.2895
4/6/2020,B374,CONS,Germany,5.375,157863.4932,167618.6318,2683.8501,2.722,B3    ,-5.6729,-5.8242
4/6/2020,B375,E&U,Italy,2.625,439853.5722,428478.155,628.516,4.361,BA1   ,2.8687,2.6501
4/6/2020,B376,IND,United States,5.25,233179.213,231760.4165,1069.8001,4.77,B3    ,0.8555,0.6075
4/6/2020,B377,FIN,Germany,1.875,488100.1786,462889.015,396.849,2.887,BA1   ,5.6008,5.4416
4/6/2020,B378,FIN,Germany,3,283027.2295,268274.655,518.828,5.297,BA1   ,5.7494,5.4942
4/6/2020,B379,IND,Netherlands,5,386173.3366,385350.224,783.472,2.58,BA2   ,0.3448,0.209
4/6/2020,B380,E&U,France,7.875,239980.2026,247207.6908,1601.9699,2.452,B2    ,-2.7997,-2.9281
4/6/2020,B381,IND,France,5,183814.0204,183749.2215,1965.27,3.905,CAA1  ,0.2258,0.0307
4/6/2020,B382,IND,Switzerland,3,445727.9827,442046.56,484.425,3.553,BA1   ,1.0169,0.8282
4/6/2020,B383,IND,Germany,6.5,212952.3892,198490.4158,1819.1401,2.347,B3    ,7.3978,7.281
4/6/2020,B384,CONS,Luxembourg,5.5,284939.2872,280240,858.899,3.724,CAA1  ,1.8634,1.6722
4/6/2020,B385,CONS,Luxembourg,5.375,204875.7101,198039.2365,3084.3401,2.069,CAA2  ,3.5487,3.4473
4/6/2020,B386,TECH,United States,3.875,419491.9899,413659.1058,566.069,4.629,BA3   ,0.6878,1.4183
4/6/2020,B387,IND,United States,4.25,319854.2831,304328.224,944.854,4.885,B2    ,5.3466,5.0969
4/6/2020,B388,IND,Greece,2.375,285455.7693,296936.1045,804.767,4.162,BA2   ,-3.6646,-3.8707
